paulie    	1391	278,280,280,280,284,286,290,306,317,318
sally     	1399	278,280,283,284,284,285,293,296,298,329
vince     	1399	278,280,284,288,290,293,295,296,309,318
johnsr    	1399	278,284,284,286,286,286,291,293,317,317
jamesc    	1402	278,284,286,287,288,290,291,293,295,318
mike      	1404	278,280,284,288,290,292,293,295,318,321
robt      	1406	278,284,284,286,288,291,291,293,295,299
john      	1409	278,284,286,288,290,291,291,293,295,301
ernst     	1409	280,283,284,284,291,291,296,298,317,335
jerry     	1409	284,284,285,288,290,291,293,294,296,296
butch     	1413	280,284,286,290,291,291,293,295,316,318
wayne     	1413	284,284,286,287,290,291,291,293,317,320
peter     	1414	278,283,291,291,293,296,298,299,317,325
nando     	1414	280,286,286,288,290,291,293,295,298,325
bryan     	1414	284,284,285,286,291,293,298,317,319,321
prodan    	1415	284,286,286,286,290,291,293,295,319,321
crockett  	1416	280,284,285,286,286,288,293,317,317,319
robg      	1416	286,286,288,289,290,291,293,293,317,325
spitz     	1417	280,284,285,286,286,293,294,317,319,320
tanja     	1418	278,280,286,292,293,294,298,316,317,319
nick      	1418	283,284,286,291,293,295,298,299,309,321
pt        	1420	278,286,288,291,291,293,295,299,319,325
ron       	1420	280,286,286,290,291,291,293,317,319,325
judy      	1420	284,286,286,288,293,293,295,296,297,329
jimj      	1421	280,284,286,292,293,295,298,319,320,325
ben       	1424	284,286,288,290,291,293,293,297,320,329
jimi      	1428	284,288,290,291,293,293,296,297,306,317
frankie   	1428	285,286,289,293,294,295,295,299,317,319
tina      	1428	286,290,291,293,294,294,295,296,298,321
dave      	1431	280,291,291,291,293,294,294,316,316,320
mac       	1432	280,291,291,291,293,296,297,299,317,325
dano      	1439	284,286,290,292,293,295,317,319,320,321
joe       	1440	280,284,291,293,296,302,317,319,321,325
tana      	1440	280,284,291,293,296,302,317,319,321,325
freddy    	1440	286,291,293,294,296,296,296,298,299,329
