paulie    	1117	207,208,209,212,212,216,221,226,236,237
johnsr    	1126	209,212,214,215,216,217,218,223,236,236
sally     	1126	210,212,212,214,215,216,217,217,225,248
vince     	1128	210,212,214,217,218,221,223,225,228,237
robt      	1131	210,212,214,215,216,219,219,222,223,223
mike      	1131	210,212,215,216,217,217,221,223,237,240
ernst     	1132	208,212,214,216,217,219,222,223,236,254
jamesc    	1135	209,212,217,217,218,221,223,223,223,237
john      	1135	210,214,215,216,216,219,220,223,223,225
jimj      	1135	212,212,212,215,217,219,223,238,239,244
nando     	1135	212,215,216,217,218,218,219,219,223,244
ron       	1136	207,212,214,218,219,219,223,236,238,244
bryan     	1136	212,212,215,216,217,217,223,236,238,240
jerry     	1136	212,214,215,217,218,218,221,222,223,225
peter     	1137	209,214,217,217,220,222,222,223,236,244
spitz     	1139	212,212,214,215,218,219,222,236,238,239
robg      	1139	212,212,214,216,218,219,221,223,236,244
butch     	1139	212,212,217,218,219,220,221,223,235,237
tanja     	1140	209,212,212,217,219,222,223,235,236,238
pt        	1140	209,212,214,219,220,222,223,223,238,244
prodan    	1141	214,215,216,217,218,218,220,220,238,240
crockett  	1142	212,214,215,216,217,218,219,236,236,238
frankie   	1144	213,215,217,218,220,221,222,222,236,238
judy      	1144	215,217,217,218,218,219,219,220,225,248
tina      	1144	215,217,217,218,220,220,220,222,222,240
mac       	1145	207,214,217,219,219,222,223,225,236,244
wayne     	1146	212,212,218,219,219,221,223,223,236,239
nick      	1147	214,217,218,218,219,223,223,225,228,240
dave      	1150	211,214,218,219,219,222,223,235,235,239
ben       	1150	212,217,218,219,219,221,223,223,239,248
joe       	1154	212,212,217,219,222,225,236,238,240,244
tana      	1154	212,212,217,219,222,225,236,238,240,244
jimi      	1154	217,217,218,219,219,221,222,223,226,236
freddy    	1158	215,217,217,221,222,222,223,225,225,248
dano      	1160	215,216,218,219,220,221,236,238,239,240
