Spitz     	1402	278,278,282,283,285,289,289,314,318,319
Ron       	1407	275,282,282,286,287,287,289,311,314,314
BobS      	1417	278,283,285,290,291,291,301,314,319,329
John      	1417	282,282,285,286,287,292,310,311,311,312
Vince     	1422	285,285,285,289,291,292,310,311,312,314
ProPaul   	1424	278,281,287,292,292,310,312,313,315,316
DonO      	1424	278,282,286,289,292,310,311,312,312,318
Tana      	1427	282,287,289,290,290,293,310,312,315,318
Peter     	1427	283,285,286,287,289,293,312,312,315,318
Jurga     	1429	278,289,289,291,292,296,296,304,310,312
Freddy    	1429	283,285,287,289,292,310,310,311,314,317
Mac       	1434	275,287,289,293,297,312,314,315,317,318
Jerry     	1434	286,287,287,289,289,311,312,312,314,327
JohnSr    	1434	286,287,287,291,291,292,311,312,312,314
Gardiner  	1439	285,285,289,291,292,310,312,313,319,335
Dave      	1441	278,282,286,292,310,311,311,312,312,313
NickB     	1441	285,287,289,292,293,296,310,312,314,335
JimJ      	1442	286,287,289,292,298,310,310,311,313,314
Mike      	1443	278,283,287,292,311,311,312,313,315,335
Wouter    	1452	287,290,291,292,296,310,310,311,317,335
Russell   	1454	283,284,285,292,310,312,314,316,320,329
Nick      	1460	282,286,290,298,310,310,311,312,315,329
Dano      	1465	287,290,290,292,311,312,314,315,315,319
Lopez     	1472	287,290,293,304,310,311,312,313,315,317
Robbie    	1481	287,290,292,310,310,310,310,311,311,312
PaulT     	1484	285,286,294,310,311,312,312,314,314,315
Marco     	1486	287,290,292,311,311,312,312,313,314,320
RobG      	1498	286,296,298,310,311,312,314,315,318,320
Crockett  	1499	282,293,310,310,311,312,314,315,316,329
