Freddy    	 689	137,138,140,140,141,144,144,145,148,151
Spitz     	 690	137,138,138,139,140,141,141,148,152,153
Peter     	 692	137,138,138,140,141,142,146,146,149,152
Ron       	 693	136,138,139,140,140,141,142,145,148,148
DonO      	 693	138,138,139,140,141,144,145,146,146,152
Mike      	 694	137,138,140,142,145,145,146,147,149,169
John      	 694	138,139,140,140,141,142,144,145,145,146
Tana      	 695	138,140,141,141,142,143,144,146,149,152
Mac       	 696	136,140,141,143,143,146,148,149,151,152
Jurga     	 696	138,139,141,142,142,142,143,143,144,146
ProPaul   	 696	138,140,141,141,142,144,146,147,149,150
Vince     	 696	140,140,141,141,141,141,144,145,146,148
Jerry     	 697	137,140,141,141,142,145,146,146,148,161
Dave      	 697	138,139,141,142,144,145,145,146,146,147
JimJ      	 697	140,141,141,142,143,144,144,145,147,148
BobS      	 698	139,140,140,140,142,142,143,148,153,163
Nick      	 699	138,140,140,143,144,144,145,146,149,163
NickB     	 699	138,140,141,141,142,142,144,146,148,169
Lopez     	 699	140,142,142,143,144,145,146,147,149,151
Russell   	 701	138,138,140,141,144,146,148,150,154,163
Gardiner  	 701	138,141,141,142,142,144,146,147,153,169
Robbie    	 701	139,141,141,144,144,144,144,145,145,146
JohnSr    	 702	139,140,141,142,142,143,145,146,146,148
Dano      	 704	140,141,141,142,145,146,148,149,149,153
Wouter    	 705	140,141,142,143,143,144,144,145,151,169
Marco     	 707	140,140,142,145,145,146,146,147,148,154
Crockett  	 709	140,143,144,144,145,146,148,149,150,163
PaulT     	 710	138,142,143,144,145,146,146,148,148,149
RobG      	 710	138,143,143,144,145,146,148,149,152,154
