marco     	1103	276,278,282,282,285,290,293,310
jurga     	1107	268,282,283,285,288,308,309,309
tracy     	1110	268,280,286,289,291,297,307,310
nick      	1111	279,280,281,282,283,289,310,310
ron       	1111	268,279,281,289,291,310,311,312
joeb      	1117	268,279,281,289,309,310,311,312
freddy    	1122	268,279,286,289,310,310,311,312
hopper    	1124	281,282,285,288,291,293,310,310
spitz     	1126	278,282,289,289,293,293,309,312
jimj      	1127	278,282,286,289,297,307,310,311
paulie    	1127	268,276,291,295,307,310,312,313
robg      	1127	268,283,290,293,307,307,312,318
robt      	1127	278,282,286,286,290,308,309,317
jerry     	1128	279,285,286,287,288,307,307,311
mike      	1128	281,282,286,287,291,293,310,313
prodan    	1128	268,278,291,291,307,307,309,317
vince     	1128	281,282,286,288,291,309,310,310
wouter    	1131	279,282,289,289,291,307,310,313
nickb     	1134	282,286,286,289,291,307,310,310
mac       	1135	282,283,283,290,308,308,309,312
dave      	1136	282,282,291,293,295,310,310,311
crockett  	1137	281,282,287,289,309,309,311,312
dano      	1141	282,283,288,293,308,310,312,315
pault     	1143	281,282,289,293,307,308,308,313
dono      	1146	285,285,289,293,307,309,310,317
stack     	1146	282,283,291,293,293,307,309,317
tana      	1149	268,286,291,309,310,310,312,313
johns     	1161	282,289,290,307,307,308,308,312
john      	1162	282,289,290,307,307,307,310,312
margit    	1180	282,287,307,308,309,310,310,310
