Vince     	1371	275,277,278,279,279,280,282,286,295,307
BobS      	1384	275,277,279,279,282,286,287,288,303,305
JohnSr    	1386	276,279,279,280,281,294,303,304,307,316
Russell   	1389	277,279,281,281,281,286,288,295,313,314
Dave      	1392	279,280,281,282,284,286,294,303,304,307
John      	1393	277,279,282,284,287,291,294,303,305,305
DonO      	1394	279,280,281,281,282,284,291,303,314,316
Peter     	1395	275,277,279,281,291,291,311,312,314,321
Spitz     	1395	276,277,282,284,286,287,292,305,313,313
ProPaul   	1396	277,279,279,280,282,303,304,305,308,313
Gardiner  	1396	278,279,279,282,288,294,303,303,305,307
PaulT     	1398	278,280,281,281,282,285,303,305,307,313
Frankie   	1399	277,281,282,284,286,294,305,306,306,314
RobG      	1400	279,280,280,285,286,292,294,305,306,308
Marco     	1404	279,279,281,284,291,292,303,303,303,305
Wouter    	1406	276,279,280,282,291,303,303,307,313,322
Mac       	1407	277,279,281,282,288,312,313,313,314,321
Nick      	1410	276,280,281,284,291,303,304,307,308,314
Tana      	1411	279,280,281,286,291,303,305,310,313,314
Gary      	1412	277,279,284,286,287,304,305,305,313,317
Dano      	1418	279,286,287,291,291,294,295,303,311,313
Jerry     	1421	277,280,282,288,303,303,305,305,311,313
Tracy     	1421	279,282,286,286,291,303,304,304,305,308
Crockett  	1422	279,279,282,286,303,303,303,304,306,308
Sallie    	1432	277,281,282,291,303,305,308,308,312,321
Mike      	1435	277,279,280,303,304,305,305,305,307,311
Ron       	1443	276,278,291,294,305,305,308,308,312,317
RobT      	1444	277,279,292,294,303,305,305,308,313,314
Tanja     	1461	288,288,291,295,303,303,303,308,313,314
Jon       	1466	286,291,291,291,311,312,314,314,317,321
ProDan    	1471	277,285,303,304,304,305,305,308,308,314
