jenet     	1135	209,213,214,215,217,218,220,221,231,232
mac       	1136	209,215,215,217,218,219,220,229,234,249
wayne     	1138	212,214,216,216,217,217,220,228,231,232
jerry     	1141	214,214,215,217,219,223,228,229,232,241
potter    	1142	212,213,214,216,219,221,228,232,233,234
crockett  	1143	209,213,215,217,219,220,228,230,232,234
vince     	1143	211,212,213,218,221,228,228,230,231,233
mike      	1143	213,213,215,215,218,218,228,228,229,234
ben       	1145	212,214,214,217,219,226,228,229,231,232
johnsr    	1146	209,214,216,217,228,228,229,230,234,238
prodan    	1147	213,214,214,219,221,222,228,228,232,232
john      	1148	215,215,217,217,220,221,224,228,230,230
dano      	1150	213,213,214,218,220,228,229,230,232,232
paulie    	1152	212,214,219,220,220,221,228,228,231,249
bryan     	1153	214,214,219,219,220,221,228,229,229,234
pt        	1154	214,216,217,219,228,228,229,230,230,232
robt      	1155	214,215,215,220,224,228,228,228,232,234
tanja     	1159	214,216,219,220,226,228,232,232,234,237
nik       	1162	212,214,220,221,228,228,229,232,232,235
butch     	1162	215,219,219,220,228,228,228,230,233,234
nick      	1164	214,214,215,228,228,228,228,232,232,232
tana      	1164	218,219,219,219,224,228,228,228,234,235
robg      	1168	214,216,217,228,228,230,231,232,234,241
