jenet     	1411	283,283,283,286,287,289,293,299,310,311
crockett  	1419	282,283,283,286,289,295,307,309,311,313
mac       	1419	282,283,286,291,291,292,295,308,313,328
mike      	1425	281,283,285,289,292,292,307,307,308,313
wayne     	1425	284,287,289,289,290,291,292,307,310,311
john      	1426	283,286,287,289,290,295,299,307,309,309
jerry     	1428	283,287,288,291,292,301,307,308,311,320
potter    	1430	283,287,287,289,291,298,307,311,312,313
prodan    	1431	283,285,287,289,295,299,307,307,311,311
ben       	1433	285,287,287,290,291,298,307,308,310,311
dano      	1434	281,283,287,292,293,307,308,309,311,311
vince     	1437	283,286,287,292,298,307,307,309,310,312
bryan     	1437	287,288,289,289,291,298,307,308,308,313
paulie    	1439	285,288,289,291,294,295,307,307,310,328
johnsr    	1441	282,288,289,292,307,307,308,309,313,317
robt      	1442	283,287,290,291,303,307,307,307,311,313
pt        	1445	286,289,290,292,307,307,308,309,309,311
tanja     	1445	287,289,289,291,298,307,311,311,313,316
butch     	1451	289,291,291,291,307,307,307,309,312,313
nik       	1458	288,288,289,298,307,307,308,311,311,314
tana      	1459	289,291,294,296,303,307,307,307,313,314
robg      	1463	287,287,289,307,307,309,310,311,313,320
nick      	1465	287,288,290,307,307,307,307,311,311,311
